내용,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체)
"석등은 부처의 광명을 상징한다 하여 광명등(光明燈) 이라고도 하며, 대개 대웅전이나 탑과 같은 중요한 건축물 앞에 자리한다. 일반적으로 불을 밝혀두는 화사석(火舍石)을 중심으로, 아래로는 3단을 이루는 받침돌을 두고, 위로는 지붕돌을 올린 후 꼭대기에 머리장식을 얹어 마무리한다.

이 석등은 큼직한 연꽃이 둘러진 아래받침돌 위로 가운데기둥 대신 쌍사자를 조각한 것이 특징이다. 두 마리의 사자는 뒷발로 버티고 서서 가슴을 맞대어 위를 받치고 있는 모습으로, 사실적이면서 자연스럽게 표현되어 있어 주목된다. 8각의 화사석에는 4개의 창이 뚫려 있고, 지붕돌은 여덟 귀퉁이에서의 치켜올림이 아름답게 표현되었다.

장식이 번잡하지 않아 간결하면서도 사실적인 수법이 돋보이는 통일신라시대의 작품으로, 그다지 크지 않으면서도 뛰어난 조각기법과 아름다운 조형미를 보여주는 걸작이라 하겠다. 원래는 중흥산성내에 있었으나, 일본인이 무단으로 반출하려 하여 경복궁으로 옮겨 놓았다가 지금은 국립광주박물관에 전시하고 있다.",국보,광양 중흥산성 쌍사자 석등(光陽 中興山城 雙獅子 石燈),광주 북구,국립광주박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=11&ccbaAsno=01030000&ccbaCtcd=24&ccbaCpno=1112401030000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 석등,1기,1962.12.20,"광주 북구 하서로 110, 국립광주박물관 (매곡동)",통일신라시대,국유,국립광주박물관
"전라남도 화순군 대곡리 영산강 구릉에서 발견된 청동기시대의 무덤 유적에서 출토된 유물이다.

출토된 청동기 유물 중 세형동검(청동검) 3점·청동팔령두 2점·청동쌍령구 2점·청동손칼(청동삭구) 1점·청동도끼(청동공부) 1점·잔무늬거울(청동세문경) 2점이 국보로 지정되었다.

세형동검은 양 끝에 날이 서 있으며, 그 중 1점은 칼날 부분이 손상되어 있다. 동검 중앙에 굵게 나온 등대의 모습이 칼마다 다른 것이 특징이며, 한국에서 출토되는 동검으로는 시대가 늦은 편이다.

청동팔령구는 8각형의 별모양으로 생겼으며, 각 모서리에 방울이 달려 있다. 그 안에 청동구슬을 넣어 흔들면 소리가 나는 것으로, 주술적·종교적인 의식용 도구로 보여진다. 방울 표면에는 고사리문양이 새겨져 있다.

청동쌍령구는 양끝에 방울이 있고 마찬가지로 그 안에 청동구슬이 있어 흔들면 소리가 나는 주술적·종교적인 의식용 도구로 짐작된다.

청동손칼은 공구류의 일종으로, 현재 조각칼의 용도로 보이는 것이다. 바닥은 평평하고 날의 끝이 일부 부러진 모습을 한다.

청동도끼는 한쪽면에 날을 세우고, 반대쪽에 자루를 끼울 수 있게 홈이 파인 형태의 도끼이다. 홈이 파인 쪽에는 어깨가 있으며, 폭에 비해 길이가 짧다.

잔무늬거울은 거울면에 광택있는 녹으로 되어 있지만 상태가 양호하며, 거울 뒷면에 기하학적인 문양과 거울을 매달 때 사용하는 두 개의 뉴가 달려 있다.

대곡리에서 출토된 청동유물들은 종류가 다양하고 제작기법이 뛰어나 우리나라의 청동기시대를 대표하는 일괄유물로서 당시 금속공예 기술이 높은 수준에 이르렀음을 잘 보여준다.",국보,화순 대곡리 청동기 일괄(和順 大谷里 靑銅器 一括),광주 북구,국립광주박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=11&ccbaAsno=01430000&ccbaCtcd=24&ccbaCpno=1112401430000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 생활공예 / 금속공예 / 무속구,일괄(11점),1972.03.02,"광주 북구 하서로 110, 국립광주박물관 (매곡동,국립광주박물관)",미상,국유,국립광주박물관
"광주공원 안에 있는 고려 전기의 석탑으로 이 부근은 성거사(聖居寺)터라고 전해진다. 이 광주공원은 원래 성거산(聖居山)이라 불렀는데, 산의 모양이 거북처럼 생겼으므로 광주를 떠나지 못하도록 등위치에는 성거사를 세우고 거북의 목 부근에는 5층석탑을 세웠다고 한다.

1단의 기단(基壇) 위에 5층의 탑신(塔身)을 세운 석탑으로, 통일신라시대의 2단 기단 양식에서 기단을 1단만 두는 고려시대로의 양식변화를 보여준다. 또 지붕돌 추녀와 몸돌의 알맞은 비례감과, 위로 오르면서 줄어드는 비율이 크지 않아 전체적으로 높게 보이면서도 안정감이 있다.

가장 큰 특징은 1층 몸돌에서 나타난다. 즉 몸돌 전체를 아래위 2단으로 나누어 5개의 돌을 맞추고 있는데, 이러한 양식은 이전에는 볼 수 없었던 고려시대에 흔히 나타나는 특색이다. 또한 지붕돌 밑면의 받침은 4단이고 각 귀퉁이는 아래위 모두 약간씩 치켜올려진 상태이다.

1961년 해체하여 보수할 때 2층 몸돌에서 사리공(舍利孔)과 사리장엄구가 발견되어 이 석탑의 연대를 파악하는데 중요한 근거가 된다. 1층 몸돌과 3층 몸돌은 보수할 당시에 보충한 것이다.",보물,(전)광주 성거사지 오층석탑(傳 光州 聖居寺址 五層石塔),광주 남구,광주시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=01090000&ccbaCtcd=24&ccbaCpno=1122401090000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,광주광역시 남구 서오층석탑2길 17 (구동) 광주 남구 구동 16-2,고려시대,국유,광주시
"광주시내에 상당한 거리를 두고 떨어져 있는 2기의 탑 가운데 동쪽에 위치한 것으로 통일신라 후기의 석탑이다. 탑이 서있는 부근은 백주사(栢州寺)터로 알려져 있기도 하나 추정할 만한 자료는 아직 발견되지 않았다.

탑의 구성은 2단의 기단(基壇) 위에 5층의 탑신(塔身)을 세운 형태로 신라석탑의 기본형을 잃지 않고 있다. 탑의 받침대 역할을 하는 기단부는 여러 개의 돌을 짜맞추어 구성하였으며, 탑신부의 몸돌과 지붕돌은 각각 하나의 돌로 이루어졌다. 특히 지붕돌 밑면의 받침이 1층은 5단인데 비해 2층부터는 4단으로 간략화되어, 양식상 만들어진 시대가 통일신라 후기로 내려옴을 알 수 있다.

1955년 해체, 수리할 때 4층 지붕돌 윗면에서 사리장치가 발견되었고 1961년에 다시 수리를 하여 일부 석재를 보완하였다. 광주 전남지방에 남아있는 몇 안되는 5층석탑 가운데서도 우수한 통일신라 후기의 석탑이다.",보물,광주 지산동 오층석탑(光州 芝山洞 五層石塔),광주 동구,광주시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=01100000&ccbaCtcd=24&ccbaCpno=1122401100000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,광주 동구 지산2동 448-4번지,통일신라시대,국유,광주시
"진리의 세계를 두루 통솔한다는 의미를 지닌 비로자나불을 형상화한 작품으로 전라남도 광주군 서방면 동계리에 있던 것을 1934년 증심사로 옮겨 온 것이다. 현재 광배(光背)와 대좌(臺座)는 잃어버렸지만 불상 자체는 완전한 편이다.

머리에는 작은 소라 모양의 머리칼을 기교있게 붙여 놓았으며, 정수리에 있는 상투 모양의 머리(육계)가 유난히 높고 뚜렷하다. 눈·코·입 등이 알맞게 조화를 이루고 있는 얼굴에는 부드러운 미소가 번져 있어서 온화하고 현실적인 인간의 모습을 느끼게 해준다. 전체적으로 신체는 두꺼운 옷에 싸여 있어서 굴곡이 드러나지 않고 있지만 무릎 너비와 적절한 비례를 이루고 있어서 안정적인 느낌을 준다. 양 어깨를 감싸고 있는 옷은 가슴을 넓게 드러내고 있으며 양 팔에 걸쳐진 두꺼운 옷자락은 규칙적인 평행의 옷주름을 이루면서 흘러내리고 있다. 손모양은 왼손이 오른손 검지를 감싸 쥔 형태로 일반적인 비로자나불이 취하는 형식과는 반대로 되어 있는 것이 특이하다.

이 광주 증심사 철조비로자나불좌상(光州 證心寺 鐵造毘盧遮那佛坐像)은 조각수법에서 볼 때 뛰어난 작품은 아니지만 통일된 균형미를 보이는 점이 우수하게 평가되며 도피안사 철조비로자나불좌상(국보), 보림사 철조비로자나불좌상(국보) 등과 함께 통일신라 후기인 9세기경에 만들어진 것으로 추정된다.",보물,광주 증심사 철조비로자나불좌상(光州 證心寺 鐵造毘盧遮那佛坐像),광주 동구,증심사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=01310000&ccbaCtcd=24&ccbaCpno=1122401310000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 금속조 / 불상,1구,1963.01.21,"광주 동구 증심사길 177, 증심사 (운림동)",통일신라시대,증심사,증심사
"조선조 학자인 금계노인(1566∼1623)이 정유재란 때 남원성의 전투에서 왜병에게 붙잡혀 일본에서 2년동안 포로생활을 하다가 명나라 사절단의 배로 도주하여 북경을 거쳐 귀국하게 된 경위를 쓴 일기문으로, 선조 32년(1599) 2월 22일부터 같은 해 6월 27일까지 약 4개월간의 기록을 담고 있다.

노인 금계일기(魯認 錦溪日記)는 고향인 나주에 있을 때 임진왜란이 터지자 권율장군의 밑에서 의병으로 활동하였다. 일본군에 잡혀 포로가 되었으나, 간신히 탈출하여 후에는 일본에 대한 복수책을 명나라에 알려주는 일을 했다.

이 일기는 책의 앞뒤가 없어지고 글씨도 많이 훼손되어 읽기가 매우 힘들어 대체적인 정황만 알 수 있는데 남원성 전투에서 왜병에게 붙잡힌 경위부터 귀향 때까지 기록이었으나, 내용의 앞뒤가 유실되고 그 일부만 남았다. 그가 죽은 후 200여년이 지나고 그의 7대 후손들의 노력으로 만들어진 노인의 시문과 함께『금계집』속에 이 사실이 수록되어 있다.

더욱이 중국에 머무는 동안 그곳의 학자들과 만나서 그들의 질문에 따라 한국의 교육, 과거, 재정, 군사, 문화, 풍속 등 여러 가지에 대해 상세히 설명해준 것이 일기에 쓰여있어 시대상황과 정황을 살필 수 있는 중요한 자료이다.",보물,노인 금계일기(魯認 錦溪日記),광주 북구,국립광주박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=03110000&ccbaCtcd=24&ccbaCpno=1122403110000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 필사본 / 일기류,1책,1963.01.21,"광주광역시 북구 하서로 110 (매곡동, 국립광주박물관)",조선 선조 32년(1599),노＊＊＊,국립광주박물관
"갑옷이란 싸움터에서 적의 화살이나 창, 검으로부터 몸을 보호하기 위하여 입었던 보호 장비로, 이 갑옷은 철판과 철제 고리를 엮어 만든 경번갑이다.

정지장군 갑옷(鄭地將軍 甲衣)의 주인인 정지장군은 고려 충목왕 3년(1347)에 태어나, 왜구를 물리치는데 큰공을 세웠으며 공양왕 3년(1391)에 세상을 떠났다. 이 갑옷은 장군이 왜구를 물리칠때 직접 착용했던 것으로 후손에 의해 전해진 것이다.

총 길이 70㎝, 가슴둘레 79㎝, 소매길이 30㎝로 세로 7.5∼8㎝, 가로 5∼8.5㎝의 철판에 구멍을 뚫어 철제 고리로 연결하여 제작하였다. 앞면에는 철판 6조각을 한 줄로 연결한 것이 6줄이 있는데, 그 중 두 줄은 여미게 되어 있다. 뒷면은 7조각을 한 줄로 연결한 5줄로 등을 가릴 수 있도록 하였다. 어깨 팔은 철판없이 고리만을 사용해 자유롭게 움직일 수 있게 하였다.

앞면 아래쪽에 약간의 손상이 있지만 비교적 원형을 잘 간직하고 있으며, 유례를 찾아 볼 수 없는 특이한 갑옷으로 매우 귀중한 문화유산이라 할 수 있다.",보물,정지장군 갑옷(鄭地將軍 甲衣),광주 북구,광주역사민속박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=03360000&ccbaCtcd=24&ccbaCpno=1122403360000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 생활공예 / 복식공예 / 의복,1착,1963.01.21,"광주광역시 북구 서하로 48-25 (용봉동, 광주역사민속박물관)",고려시대,하동정씨종친회,광주역사민속박물관
"필암서원은 조선 선조 23년(1590)에 창건되고, 현종 3년(1662)에 왕에게서 사액을 받은 서원이다. 여기에는 김인후(1510∼1560)와 양자징(1523∼1594) 두 분의 위패를 모시고 있다.

김인후는 조선 중기의 유학자이자 문신으로, 1540년 문과에 급제하여 벼슬길에 올랐다. 을사사화가 일어나자 병을 핑계삼아 나아가지 않고 고향인 장성으로 돌아갔다. 시와 문장에 뛰어나 10여권의 시문집을 남겼고, 그의 성리학 이론은 유학사에 있어서 중요한 위치를 차지한다.

이곳에서 지정된 유물은 총 14책 64매로, 창건당시부터 보존되어 온 것이 아니라 인조 2년(1624)부터 1900년경까지의 자료들이다. 필암서원 문적 일괄(筆巖書院 文籍 一括)을 보면, 필암서원의 역대 원장들을 기록한『원장선생안』, 학생들의 수업을 담당한 교관, 강의에 참석한 인물의 명단 등을 기록한『보강안』, 강회 참가자의 명단인『문계안』, 필암서원 소속 유생들의 명단인『서재유안서』, 필암서원의 재산을 기록한『필암서원원적』, 장성부사가 필암서원에 내려준『장성부사하첩』등이다.

이것들은 필암서원의 운영과 구성을 살펴 볼 수 있으며, 또한 조선시대 지방교육제도와 사회경제사를 연구하는데 매우 귀중한 자료이다.",보물,필암서원 문적 일괄(筆巖書院 文籍 一括),광주 북구,국립광주박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=05870000&ccbaCtcd=24&ccbaCpno=1123605870000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 문서류 / 문서류,14책64매,1975.05.01,"광주 북구 하서로 110, 국립광주박물관 (매곡동,국립광주박물관)",,필암서원,국립광주박물관
"통일신라시대의 불상으로 보존 상태까지 양호하다. 거친 화강암 석재를 다듬어서 만들었으며, 질병에 빠진 모든 중생을 구제한다는 약사불을 형상화한 것이다.

머리에는 작은 소라 모양의 머리칼을 붙여 놓았으며, 약간 숙이고 있는 얼굴은 위가 넓고 아래가 좁은 모양이다. 체구는 전체적으로 당당하게 표현되었으나 어깨선이 급한 경사를 이루고 있어 약간 쳐져 보인다. 허리는 가늘게 표현되어 상대적으로 가슴쪽의 양감이 풍부해 보인다.

오른쪽 어깨를 드러내고 입은 옷은 가슴 앞에서 한번 접었고 몸에 얇게 밀착되어 상체의 굴곡을 잘 드러내준다. 오른손은 무릎 위에 올려 손끝을 아래로 향하게 하고 왼손은 배 부분에 대고 있는 모습이다. 하체는 양 발을 무릎 위에 올리고 발바닥이 하늘을 향하게 하고 앉아 있는데, 무릎이 지나치게 넓어 보인다. 불상이 앉아있는 대좌(臺座)는 전형적인 8각의 연꽃무늬 대좌인데, 각각 한 개의 돌로 상·중·하대를 구성하고 있다.

유난히 넓은 무릎과 형식화된 표현, 대좌와 불상 높이 비례가 1:1인 점 등에서 석굴암 본존불의 특징을 이어받은 신라말의 불상으로 보인다.",보물,광주 약사암 석조여래좌상(光州 藥師庵 石造如來坐像),광주 동구,약사암,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=06000000&ccbaCtcd=24&ccbaCpno=1122406000000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 석조 / 불상,1구,1975.08.04,"광주 동구 증심사길160번길 89, 약사암 (운림동) / (지번)광주 동구 운림동 11",통일신라시대 9세기,약사암,약사암
"전남대학교 도서관 소장 ‘상교정본자비도량참법 권6’ 1352년(공민왕 원년) 음력 10월 수한(守閑) 등의 주도로 조성된 목판을 후대 찍어 절첩본으로 만든 불교경전이다. 본문 중 일부는 마모되거나 수리, 가필의 흔적이 보이며, 인출도 약간 고르지 못한 상태이다. 그러나 뒷표지에 소장 정보가 화압(花押) 형태로 표시되어 있으며, 본문 가운데는 음독구결도 묵서되어 있다. 이와 동일한 절첩 형태의 판본으로 보물 ‘상교정본자비도량참법 권3’(2019년 지정)의 정도만 확인되는 등 현존 사례를 찾아보기 힘들다. 또한 절첩본 형태의 권6의 경우 기존 보물 사례 중 포함되지 않은 권차로서 희소성이 있다. 이러한 사유로 전남대학교 소장 ‘상교정본자비도량참법 권6’은 보물로 지정해 역사·문화적인 가치를 체계적으로 보존할 필요가 있다.",보물,상교정본자비도량참법 권6(詳校正本慈悲道場懺法 卷六),광주 북구,전남대학교 도서관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=24&ccbaKdcd=12&ccbaAsno=08750400&ccbaCtcd=24&ccbaCpno=1122408750400&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 전적류,1권 1첩,2022.10.26,"광주광역시 북구 용봉로 77 (용봉동, 전남대학교)",1352년(고려 공민왕 1),국유,전남대학교 도서관
