내용,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체)
"태화강 물줄기인 대곡천 중류의 기슭에 각종 도형과 글, 그림이 새겨진 암석으로, 아래 · 위 2단으로 나누어 서로 다른 내용이 다른 기법으로 표현되어 있으며, 전체적으로 조각이 가득하다.

윗단에는 쪼아서 새기는 기법으로 기하학적 무늬와 동물, 추상화된 인물 등이 조각되어 있다. 사실성이 떨어지는 단순화된 형태인데 중앙부의 태양을 상징하는 듯한 원을 중심으로, 양 옆에 네 마리의 사슴이 뛰어가는 모습과 맨 왼쪽의 반인반수(半人半獸:머리는 사람, 몸은 동물인 형상)상이 눈에 띈다. 표현이 소박하면서도 상징성을 갖고 있는 듯한 이 그림들은 청동기시대에 제작된 것으로 보여진다.

아랫단은 선을 그어 새긴 그림과 글씨가 뒤섞여 있는데, 기마행렬도, 동물, 용, 배를 그린 그림 등 다양한 내용으로 구성되어 있다. 이 중 기마행렬도는 세 군데에서 나타나고 있으며, 간략한 점과 선만으로도 그 모습이 잘 표현되어 있다. 배그림은 당시 신라인의 해상활동을 보여주는 중요한 자료가 된다. 글자는 800자가 넘는데 왕과 왕비가 이 곳에 다녀간 것을 기념하는 내용으로, 법흥왕대에 두 차례에 걸쳐 새겨진 것으로 추정된다. 내용 중에는 관직명이나 6부체제에 관한 언급이 있어 6세기경의 신라사회 연구에 귀중한 자료가 되고 있다.

오랜 시간에 걸쳐 여러 사람이 이루어 놓은 작품으로, 선사시대부터 신라시대까지의 생활, 사상 등을 생생하게 그리고 있다. 어느 특정 시대를 대표한다기보다 여러 시대의 모습을 담고 있어 더욱 의미가 깊은 유적이다.",국보,울주 천전리 명문과 암각화(蔚州 川前里 銘文과 岩刻畫),울산 울주군,울주군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=11&ccbaAsno=01470000&ccbaCtcd=26&ccbaCpno=1112601470000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 일반조각 / 암벽조각 / 각석,1기,1973.05.04,울산 울주군 두동면 천전리 산210-2,선사시대 이후,국유,울주군
"높이 4.5m, 너비 8m의 ‘ㄱ’자 모양으로 꺾인 절벽암반에 여러 가지 모양을 새긴 바위그림이다. 바위에는 육지동물과 바다고기, 사냥하는 장면 등 총 200여점의 그림이 새겨져 있다. 육지동물은 호랑이, 멧돼지, 사슴 등이 묘사되어 있는데, 호랑이는 함정에 빠진 모습과 새끼를 밴 호랑이의 모습 등으로 표현되어 있다. 멧돼지는 교미하는 모습을 묘사하였고, 사슴은 새끼를 거느리거나 밴 모습 등으로 표현하였다. 바다고기는 작살 맞은 고래, 새끼를 배거나 데리고 다니는 고래의 모습 등으로 표현하였다. 사냥하는 장면은 탈을 쓴 무당, 짐승을 사냥하는 사냥꾼, 배를 타고 고래를 잡는 어부 등의 모습을 묘사하였으며, 그물이나 배의 모습도 표현하였다. 이러한 모습은 선사인들의 사냥활동이 원활하게 이루어지길 기원하며, 사냥감이 풍성해지길 바라는 마음으로 바위에 새긴 것이다.

조각기로 쪼아 윤곽선을 만들거나 전체를 떼어낸 기법, 쪼아낸 윤곽선을 갈아내는 기법의 사용으로 보아 신석기말에서 청동기시대에 제작되었을 것으로 추정된다. 선과 점을 이용하여 동물과 사냥장면을 생명력있게 표현하고 사물의 특징을 실감나게 묘사한 미술작품으로 사냥미술인 동시에 종교미술로서 선사시대 사람의 생활과 풍습을 알 수 있는 최고 걸작품으로 평가된다.",국보,울주 대곡리 반구대 암각화(蔚州 大谷里 盤龜臺 岩刻畫),울산 울주군,울주군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=11&ccbaAsno=02850000&ccbaCtcd=26&ccbaCpno=1112602850000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 일반조각 / 암벽조각 / 암각화,1기,1995.06.23,울산광역시 울주군 언양읍 대곡리 991-3,신석기시대,국유,울주군
"승탑은 승려의 무덤을 상징하여 그 유골이나 사리를 모셔두는 곳이다. 이 2기의 승탑은 망해사의 법당 북쪽에 동·서로 자리하고 있는데, 동쪽 승탑은 파손되어 있던 것을 1960년 11월 복원한 바 있다. 서로 규모와 양식이 같으며, 각 부분이 8각으로 이루어져 있다.

탑신(塔身)을 받치는 기단(基壇)은 3개의 받침돌로 이루어져 있다. 아래받침돌은 8각으로 구성하고, 그 위로 연꽃무늬를 조각한 돌을 올렸으며, 가운데받침돌은 높은 8각의 단 위에 다시 낮은 3단이 층을 이뤄 받치고 있다. 윗받침돌은 옆면에 16잎의 연꽃잎을 이중으로 조각하였는데 그 모양이 화사하다.

탑신은 각 면마다 창의 형태를 새겼고 모서리에는 기둥 모양의 조각을 두었으며, 4면에는 문짝 모양을 새겨 놓았다. 지붕돌은 처마와 추녀가 수평으로 넓으며, 각 귀퉁이마다 풍경을 달았던 작은 구멍들이 있다. 꼭대기의 머리장식 부분은 두 탑 모두 없어졌으나, 그 일부가 별도로 보관되고 있다.

통일신라시대의 작품으로, 전체적인 구성이나 조각수법이 다소 빈약하지만 각 부의 비례가 보기좋은 아름다운 작품이다.",보물,울주 망해사지 승탑(蔚州 望海寺址 僧塔),울산 울주군,울주군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=01730000&ccbaCtcd=26&ccbaCpno=1122601730000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,2기,1963.01.21,울산 울주군 청량면 망해2길 102 (율리),통일신라시대,국유,울주군
"석남사 동북쪽 언덕의 넓은 대지에 자리잡고 있으며, 일찍부터 석남사를 세운 도의국사의 사리탑으로 불려왔다. 전체적으로 8각의 형태을 취하고 있으며, 8각의 바닥돌 위에 기단부(基壇部)와 탑신(塔身)을 놓은 모습이다.

기단부의 아래받침돌은 8각으로 사자와 구름을 도드라지게 새겨 놓았다. 북모양을 하고 있는 가운데받침돌에는 상·하·좌·우에서 안쪽을 향하여 낮게 솟은 꽃모양의 안상(眼象)을 새겼고, 그 안으로 꽃모양의 띠를 둘렀다. 윗받침돌은 연꽃을 새겨 탑신을 받치도록 하였다. 탑신은 모서리에 기둥 모양을 얇게 새겼고, 앞·뒷면에는 문짝 모양의 조각을 두었는데, 그 중 앞면에만 자물쇠가 새겨져 있다. 문의 양 옆으로 신장입상(神將立像)이 배치되어 있다. 지붕돌은 추녀가 짧고 서까래와 기왓골이 상세히 표현되었으며, 지붕 꼭대기에는 머리장식이 차례대로 얹혀져 있다.

전체적으로 넓이에 비하여 높이가 높은 부재로 구성되어 길쭉해 보이며, 바닥돌의 폭이 좁아 안정감이 느껴지지 않는다. 아래받침돌의 구름무늬나 탑신의 신장상이 형식적으로 표현되었고, 특히 가운데받침돌의 안상조각에서 시대가 내려옴을 볼 수 있으나 각 부분이 완전히 보존된 아름다운 작품이다.

1962년 해체, 수리할 당시 기단부의 가운데받침돌에서 사리장치를 두었던 공간이 확인되었으나 사리장치는 남은 것이 없었다.",보물,울주 석남사 승탑(蔚州 石南寺 僧塔),울산 울주군,석남사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=03690000&ccbaCtcd=26&ccbaCpno=1122603690000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,울산 울주군 상북면 덕현리 산232-2번지 석남사,통일신라시대,석남사,석남사
"울산광역시 울주군 상북면 등억리의 간월사지에 있는 석조여래좌상으로 약간의 파손은 있지만 비교적 잘 보관되어 있다.

머리에는 작은 소라 모양의 머리칼을 붙여 놓았으며 그 위로 상투 모양의 큼직한 머리(육계)가 자리잡고 있다. 얼굴은 둥글고 원만하며 단정한 입과 긴 눈, 짧은 귀 등의 표현에서 온화하고 인간적인 느낌을 준다. 어깨는 좁아지고, 몸은 양감이 줄어든 모습이다. 양 어깨에 걸쳐 입은 옷은 옷은 얇으며 U자형의 옷주름을 표현하고 있다.

얼굴과 신체의 풍만함과 좁아진 어깨 등에서 9세기 불상의 특징을 잘 보여주고 있다.",보물,울주 간월사지 석조여래좌상(蔚州 澗月寺址 石造如來坐像),울산 울주군,울주군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=03700000&ccbaCtcd=26&ccbaCpno=1122603700000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유물 / 불교조각 / 석조 / 불상,1구,1963.01.21,울산광역시 울주군 알프스온천4길 15 (상북면),신라시대,국유,울주군
"남암산 아래에 있는 청송사 절터에 있는 삼층석탑이다. 이 탑은 2단의 기단(基壇) 위에 3층의 탑신을 세운 모습이다. 기단은 각 모서리와 중앙에 기둥을 새기고, 마감돌 위에 다른 돌로 2단의 모난 괴임돌을 끼워서 각각 윗돌을 받치도록 하였다. 탑신(塔身)은 몸돌과 지붕돌이 각각 하나의 돌로 되어 있다. 1층 몸돌이 특히 길고 크며, 2층 몸돌은 급격히 줄어들었고, 각 몸돌 모서리에는 기둥모양이 새겨져 있다. 지붕돌 밑면에는 5단의 받침이 있고, 추녀가 두꺼워 지붕 네 귀퉁이의 치켜올림이 약하며 처마는 수평으로 길이가 짧다. 꼭대기에는 머리 장식을 받치는 노반(露盤)만 남아 있다.

이 탑은 기단의 짜임새가 정연하지 못하고, 1층 몸돌이 지나치게 큰 반면 지붕돌이 작아서 좋은 비례로 보기 어려우나, 지방에 분포된 신라 석탑의 한 예로 주목할 만하다. 또한 1층 몸돌의 괴임돌이 다른 돌로 되어 있는 점은 탑의 특이한 조형과 아울러 9세기 이후에 조성된 것을 짐작하게 한다.

1962년 해체, 수리할 당시 위층 기단에서 동제사리함이 발견되었다. 그 안에 청동여래입상 1구를 비롯하여 유리구슬 16점, 수정으로 만든 곱은옥 1점, 관옥 1점 등 30여 점이 발견되었다.",보물,울주 청송사지 삼층석탑(蔚州 靑松寺址 三層石塔),울산 울주군,울주군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=03820000&ccbaCtcd=26&ccbaCpno=1122603820000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1963.01.21,울산 울주군 청량면 율리 1420번지,통일신라시대,국유,울주군
"태화사터에 묻혀 있던 것을 1962년에 발굴하여 일시적으로 부산으로 옮겼다가, 다시 울산의 학성공원으로 옮겨와 보존하고 있었다. 2011년 현재는 울산박물관으로 이전하여 보존하고 있다.

태화사는 신라 선덕여왕 12년(643)에 자장율사가 창건한 사찰로, 고려말 왜구의 침입이 극심하던 시기에 없어졌을 것으로 보고 있으며 남아있는 유물로는 이 사리탑이 유일하다.

일반적인 사리탑들과는 달리 널따란 바닥돌 위에 종 모양의 몸돌이 놓인 간단한 구조로, 바닥돌에는 앞면과 옆면에 가느다란 안상(眼象)이 움푹하게 새겨져 있다. 종 모양을 하고 있는 몸돌은 윗부분에 감실(龕室:불상을 모시는 방) 입구를 만들고, 그 안쪽으로 깊숙이 파놓아 사리를 모셔 두도록 하였다. 감실 입구 아래로는 12지신상을 돌려가며 도드라지게 새겨놓았는데, 머리는 짐승이고 몸은 사람의 모습으로 거의 나체에 가깝다. 12지신은 띠를 나타내는 12동물로, 우리나라에서는 통일신라시대에 능을 보호하기 위한 의도로 조각되어 세워지기 시작하였는데, 이곳에서처럼 사리탑에 새겨지는 것은 보기 드문 예이다. 사리탑을 하나의 묘로 보아 이들을 새겨놓은 것으로 보인다.

종모양의 사리탑으로는 가장 오래된 것이라는 점에서 그 가치를 지니며, 수법이나 조각들의 기법들로 미루어 통일신라 후기인 9세기경에 만들어진 것으로 보인다.",보물,울산 태화사지 십이지상 사리탑(蔚山 太和寺址 十二支像 舍利塔),울산 남구,"울산박물관,울산 남구청",https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=04410000&ccbaCtcd=26&ccbaCpno=1122604410000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 종교신앙 / 불교 / 탑,1기,1966.03.31,"울산광역시 남구 두왕로 277-0 (신정동, 울산박물관)",통일신라시대,국유,"울산박물관,울산 남구청"
"이 책은 세종 22년(1440)에 영제암(永濟庵)에서 판각한 금강반야바라밀경(金剛般若波羅蜜經)을 비롯하여, 대방광불화엄경(大方廣佛華嚴經) 보현행원품(普賢行願品), 대불정수릉엄신주(大佛頂首楞嚴神呪), 관세음보살예문(觀世音菩薩禮文), 불설아미타경(佛說阿彌陀經), 묘법연화경(妙法蓮華經) 관세음보살보문품(觀世音菩薩普門品) 등 6개경(個經)을 한데모아 인수대비(仁粹大妃)의 발원으로 성종 3년(1472)에 찍어낸 것이다. 권말에 갑인소자로 찍은 김수온(金守溫)의 발문(跋文)이 붙어 있어 성종의 어머니인 인수대비가 기존의 경판에서 대대적으로 인출한 불서 가운데 하나임을 알 수 있다.

이 육경합부는 인쇄상태가 양호하고, 인출경위(印出經緯)를 분명히 알 수 있다는 점에서 불교사와 서지학 연구에 중요한 자료가 된다.",보물,육경합부(2006)(六經合部(2006)),울산 울주군,흥덕사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=09650200&ccbaCtcd=26&ccbaCpno=1123109650200&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 목판본 / 사찰본,1책,2006.01.17,"울산광역시 울주군 신기1길 81-13 (상북면, 흥덕사)",성종3년(1472),흥덕사,흥덕사
"이종주 종손가에 소장되어 있는 2점의 왕지이다. 이종주는 조선 전기 지방관을 지냈다.

「이종주통정대부지울주사왕지」는 정종 1년(1399) 1월 26일에 이종주에게 관직을 제수하는 사령왕지이다. 이 사령왕지는 총 4행으로 초서체로 쓰여졌고, 년월 위에 ‘조선왕보’라고 도장이 찍혀 있다. 이 문서는 조선 전기의 관제 및 인사행정의 변천을 살필 수 있는 자료이다.

「이임무과급제왕지」는 세종 17년(1435)에 이종주의 손자 이임에게 발급된 무과급제를 인정하는 홍패왕지이다. 총 5행에 걸쳐 초서체로 쓰여졌고, 년월 위에 ‘국왕신보’라고 도장이 찍혀있다. 조선 전기 관제 및 과거제도 연구와 새보(璽寶:임금의 도장)사용의 변천 과정을 파악할 수 있는 중요한 자료이다.",보물,이종주 고신왕지 및 이임 무과홍패(李從周 告身王旨 및 李臨 武科紅牌),울산 남구,울산박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=10060000&ccbaCtcd=26&ccbaCpno=1123710060000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 문서류 / 국왕문서 / 교령류,2점,1989.05.23,"울산 남구 두왕로 277, 울산박물관 (신정동,울산박물관)",,공유,울산박물관
"사마광의 ｢자치통감(資治通鑑)｣은 정치와 군사의 서술을 위주로 통치자에게 국가의 치란흥망(治亂興亡)의 차감(借鑑)을 제공하는 것이 목적이었던 만큼, 조선에서도 국가의 경영에 절대적으로 필요한 서적이었다. 울산박물관 소장의 『자치통감』 권226～229의 4권1책은 전 100책 중의 영본 1책이다. 그러나 세종 18년(1436)에 조선 최고(最高)의 활자인 갑인자로 찍은 금속활자본으로 조선초기의 출판 인쇄와 서지학분야에 가치가 있는 책이다. 더욱이 현재 동일 판본의 전본이 드물고, 보존상태도 양호하므로 국가지정문화유산으로 가치가 크다.",보물,자치통감 권226～229(資治通鑑 卷二百二十六～二百二十九),울산 남구,울산박물관,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=1&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=26&ccbaKdcd=12&ccbaAsno=12810400&ccbaCtcd=26&ccbaCpno=1122612810400&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,기록유산 / 전적류 / 활자본 / 금속활자본,4권 1책,2015.04.22,"울산광역시 남구 두왕로 277 (신정동, 박물관)",,공유,울산박물관
